pos	jugador	club 	puntos	categoria
1642	Pagano, Francisco	Alvear Club	877	5
1643	Kochmar, Mauricio	Circ. La Paternal	876	5
1644	Hernandez, Damián	CAVA	876	5
1645	Prado, Germán	Sp. Villa Ballester	876	5
1646	Acosta, Uriel	Oeste TDM	876	5
1647	Gramajo, Raul A.	Libre	876	5
1648	Valverde, Javier	Ferrocarril Oeste	875	5
1649	Russo, Lucas	CAVA	874	5
1650	Baliner, Nicolás	Estacion Ping Pong	874	5
1651	Cendra, Martin	Asoc. Jap. Burzaco	874	5
1652	Melamedof, Nicolás	Libre	873	5
1653	Chu, Lilen	Gimnasty	873	5
1654	Cabrera, Gonzalo	Nichia Gakuin	873	5
1655	Tedeschi, Walter Antonio	Rioja	873	5
1656	Sayag, Julián	Instituto Cia. Maria	873	5
1657	Sirri, Eduardo Julio	Def. Santos Lugares	872	5
1658	Von Eckstein, Juan Jose	GTM	872	5
1659	Rivas, Cristian	Fenix	871	5
1660	Aguilera, Iván Nicolás	Peñarol	871	5
1661	Solodujin, Joan	Fenix	870	5
1662	Rejnharc, Joan	Ferrocarril Oeste	870	5
1663	Gerez, Santiago	Club Italiano JCPaz	870	5
1664	Diaco, Valentino A.	La Legión TDM	870	5
1665	Piza,Jorge	GTM	870	5
1666	Lin, Santiago	Nikkei TDM	870	5
1667	Rodriguez, Rodolfo	River Plate	869	5
1668	Di Sciascio, Federico	Fenix	869	5
1669	Barrios, Julio D.	San Lorenzo	869	5
1670	Alcaide, Carlos	CEDIMA	868	5
1671	Piccinali, Lucio	U.V.V.A.	868	5
1672	Corsaro, Ezequiel	Padilla	868	5
1673	Farias, Gustavo	Def. Santos Lugares	868	5
1674	Correa, Jorge	Libre	868	5
1675	Noli, Matías	Gimnasty	867	5
1676	Cheng, Ching Feng	Libre	867	5
1677	Ludueña, Rodrigo	Zenit	867	5
1678	Loustric, Rolando	Rioja	866	5
1679	Higa, Adrián	Top Minc	866	5
1680	Luna, Federico	UCA Marash Argentina	866	5
1681	Agudo, José	Libre	866	5
1682	Salz, Guillermo	Spin TDM	866	5
1683	Satriani, Fabián	Club Urquiza	866	5
1684	Mansilla, Ariel	Libre	866	5
1685	Gonzalez, Federico	Yupanqui	865	5
1686	Baque, Ezequiel	Libre	865	5
1687	Stella, Fernando	Gimnasty	865	5
1688	Pereyra Gerber, Pehuen	La Legión TDM	865	5
1689	Gonzalez, Andrés	Intendente Agüero	864	5
1690	Gutsch, Federico	Sociedad Alemana	864	5
1691	Herrera, Hernán	CEDIMA	864	5
1692	Solari, Marcelo	Sp. Villa Ballester	864	5
1693	Sarfatis, Pablo	Ateneo de Versailles	864	5
1694	Casela, Agustin	Lourdes	864	5
1695	Kalbermatter, Roberto	GTM	864	5
1696	Liebman, Piero	Macabi	863	5
1697	Rojo, Leandro	Ferrocarril Oeste	863	5
1698	Senin, Daniel	Lourdes	863	5
1699	Perret, Danel I.	Def. Santos Lugares	863	5
1700	Reina, Marcos	La Legión TDM	863	5
1701	Katriaka, Gastón	River Plate	862	5
1702	Cianfoni, Franco	Libre	862	5
1703	Aricocchi, Máximo	Fenix	862	5
1704	Bobek, Carlos	TMR	861	5
1705	Rojas, Walter	Padilla	861	5
1706	Bradi, Juan Manuel	Top Minc	861	5
1707	Iglesias, Matías	Rioja	860	5
1708	Taira, Julieta	Asoc. Jap. Sarmiento	860	5
1709	Farias Becker, Ariel	Sp. Villa Ballester	860	5
1710	De Sarro, Javier A.	Ingeniero Acosta	860	5
1711	Cassano, Luis	CTDM Nizetich	860	5
1712	Schirembeck, Tomás	Gimnasty	859	5
1713	Hurevich, Javier	Spin TDM	859	5
1714	Sucharewicz, Marcelo	Circ. La Paternal	859	5
1715	Bianchi, Agustin C.	Club Urquiza	859	5
1716	Etcheverry, Martin	Nikkei TDM	859	5
1717	Bannert, Braian	Circulo Campano	859	5
1718	Aguilar, Pablo	Yupanqui	858	5
1719	Shinzato, Eduardo	Peretz	858	5
1720	Gryszkiewicz, Maximiliano	Def. Santos Lugares	858	5
1721	Cabrera, Marcos	TMR	858	5
1722	Fowler, Christopher	CTDM Nizetich	858	5
1723	Mingori, Hugo	Top Minc	857	5
1724	Lebas, Santiago	Instituto Cia. Maria	857	5
1725	Mondino, Nicolas	Fenix	857	5
1726	Villarruel, Ary Javier	Bar Ping Pong NTE	857	5
1727	Garcia Fages, Miguel	La Legión TDM	856	5
1728	Echavarria, Brian	Circ. La Paternal	856	5
1729	Cuevas, Alejandro	Ingeniero Acosta	856	5
1730	Lopez, César	CEDIMA	856	5
1731	Carnevale, Gabriel	Def. Santos Lugares	855	5
1732	Flores, Franco Federico	Circ. La Paternal	855	5
1733	Zaretzky, Gabriel	Sociedad Hebraica	854	5
1734	Douminici, Carlos	Rioja	854	5
1735	Vitullo, Giuliana	Ferrocarril Oeste	854	5
1736	Blickstein, Ariel	CISSAB	854	5
1737	Picarelli, Alejandro	Sp. Villa Ballester	854	5
1738	Gaitan, Camilo	Intendente Agüero	853	5
1739	Sarzynkski, Cristian	GTM	853	5
1740	Rodriguez, Lucas	Libre	852	5
1741	Vinagre, Gustavo	Ingeniero Acosta	852	5
1742	Gonzalez, Andrés	Peretz	852	5
1743	Devesa, Gabriel F.	Alvear Club	852	5
1744	Salto, Gabriel	Cultural Chelín	851	5
1745	Boschiazzo, Fernando	Gimnasty	851	5
1746	Klimenok, Román	Nichia Gakuin	851	5
1747	Gaona, Elias Miqueas	Fenix	851	5
1748	Ercolano, Marcelo	Peñarol	851	5
1749	Chinen Miyashiro, Miriam	Instituto Cia. Maria	851	5
1750	Gonzalez Fernandez, Julián	Lourdes	850	5
1751	Pacini, Leonel	TMR	850	5
1752	Anaya Flores, Dante A.	Estacion Ping Pong	850	5
1753	Lamalfa, Thiago	La Patriada	850	5
1754	Sosa, Ignacio J.	Tigre TDM	850	5
1755	Iwama, Ignacio	Sociedad Alemana	849	5
1756	Lupano, Guillermo	Gimnasty	849	5
1757	Carusso, Sofía	Asoc. Jap. Sarmiento	849	5
1758	Simonase, Pablo	Fenix	849	5
1759	Fiordaponce, Yonathan	Fenix	849	5
1760	Gutsch, Walter	Sociedad Alemana	848	5
1761	Pascual, Valentín	Gimnasty	848	5
1762	Pastorino, Leandro	Circ. La Paternal	848	5
1763	Wagner, Martín	Libre	848	5
1764	Cortez, Pablo	Tigre TDM	847	5
1765	Salinas, Ramón	Intendente Agüero	846	5
1766	Gaboardi, Emiliano	Ferrocarril Oeste	846	5
1767	Hertzulis, Ezequiel	Fenix	846	5
1768	Piedra, Walter	Zenit	846	5
1769	Riquel, Damián	CTDM Nizetich	846	5
1770	Gelvan, Maximiliano	Macabi	845	5
1771	Cuevas, Edwin	ASTECA	845	5
1772	Cantarian, Agustín	GTM	845	5
1773	Pflugler, Santiago	Sp. Villa Ballester	845	5
1774	De Francisco, Leonel	Nikkei TDM	845	5
1775	Cuello, Héctor	ASTECA	844	5
1776	Lotito, Alan	Peñarol	844	5
1777	Cullari, Matías	Top Minc	844	5
1778	Lebas, Facundo	Adrogue Sith Spin	844	5
1779	Quilici, Luciano	Nikkei TDM	844	5
1780	Ruffino, Guillermo	Libre	843	5
1781	Bulacio, Héctor	La Patriada	843	5
1782	Hsia, Esteban	Fenix	843	5
1783	Dagorret, Martín	Libertad	843	5
1784	Dellafontana, Luis D.	Social Club TDM	843	5
1785	Antezana, Ali	Social Club TDM	843	5
1786	Ykei, Sebastián	Circ. La Paternal	842	5
1787	Fernandez, Pablo Luis	Yupanqui	842	5
1788	Roitman, Alejandra	Nikkei TDM	842	5
1789	Catalan, Franco	Libre	841	5
1790	Beisso, Alexis	Alvear Club	841	5
1791	Fina, Mauro Martín	Fenix	841	5
1792	Mango, Felipe	Ferrocarril Oeste	841	5
1793	Zararte, Adrián	Libre	840	5
1794	Campeoto, Santiago	Club Urquiza	840	5
1795	Cavallaro, Giuliano	Club Urquiza	840	5
1796	Caffarelli, Mariano	Escuela Cangallo	839	5
1797	Tomas, Facundo	Alvear Club	839	5
1798	Martinez, Gabriel	Libre	838	5
1799	Rodriguez, Juan Pablo	Top Minc	838	5
1800	Kamita, Andrés	Nichia Gakuin	838	5
1801	Solari, Agustín	Zenit	838	5
1802	Santillan, Agustin	Nikkei TDM	838	5
1803	Vittori, Luciano	Intendente Agüero	837	5
1804	Melszenker, David	Libre	837	5
1805	Cosentino, Agustín	Cultural Chelín	837	5
1806	Vilte, Jorge	Gimnasty	837	5
1807	Catarraso, Gustavo	Libre	837	5
1808	Shimabukuro, Luis	Nikkei TDM	836	5
1809	Ramos, Tomás	Peñarol	836	5
1810	Akiyama, Valentina	Asoc. Jap. Sarmiento	836	5
1811	Menegazzi, Federico	Libre	836	5
1812	Rodriguez, Lautaro	Club Urquiza	836	5
1813	Bottos, Lucas N.	Fenix	836	5
1814	Notturno, Nicolas	TMR	836	5
1815	Juarez, Manuel	Peñarol	835	5
1816	Miranda, Ezequiel	Oeste TDM	835	5
1817	Alessandro, Fabio	Ateneo de Versailles	835	5
1818	Nizetich Tripodi, Lautaro	CTDM Nizetich	835	5
1819	Ortiz, Juan Emanuel	El Galpong	835	5
1820	Valdez, Juan Francisco	Estacion Ping Pong	835	5
1821	Conci, Rodolfo H	Instituto Cia. Maria	835	5
1822	Shiba Oyama, Childuru	Gimnasty	834	5
1823	Finkenstein, Gabriel	Top Minc	834	5
1824	Benitez, Diego Alejandro	Lourdes	834	5
1825	Taira, Vanina	Asoc. Jap. Sarmiento	834	5
1826	Bonadimani, Fernando	Nichia Gakuin	834	5
1827	Morinigo, Matías	Asoc. Jap. Burzaco	834	5
1828	Simoncini, Lionel	Lourdes	833	5
1829	Fernandez, Carlos	CEDIMA	833	5
1830	Vitullo, Nicolás	Ferrocarril Oeste	833	5
1831	Sorace, Ricardo	Libre	833	5
1832	Suarez, José Ernesto	CASA de Padua	833	5
1833	Branciforte, Fabrizio	Padilla	833	5
1834	Rozehnal, Ignacio	Top Minc	833	5
1835	Lassaque, Andrés	CAVA	833	5
1836	Perlov, Lucas	Banco Nacion	833	5
1837	Anzardi, Martin	Fulgor Villa Crespo	833	5
1838	Strefezza, Sebastián	Instituto Cia. Maria	832	5
1839	Sttafolani, Mariano	TMR	832	5
1840	Tell, Tomás	CAVA	832	5
1841	Pavolotzki, Hernán	Libre	832	5
1842	Werenicz, Pablo	Sol Argentino	831	5
1843	Schiuma, Iván	Peñarol	831	5
1844	Taneda, Guillermo	Libre	831	5
1845	Granados, Lucas	Adrogue Sith Spin	831	5
1846	Huchaime, Daniela	Instituto Cia. Maria	830	5
1847	Suss, Werner	Sociedad Alemana	830	5
1848	Shalom, Federico	C.N. Bouchardo	830	5
1849	Jakubowicz, Ariel	C.N. Bouchardo	830	5
1850	Gushiken, Melina	Asoc. Jap. Sarmiento	830	5
1851	Gimenez, Rodrigo	Padilla	830	5
1852	Di Girolamo, Ramón	Nikkei TDM	830	5
1853	Mautone, Mariano	La Legión TDM	830	5
1854	Cabuli, Ezequiel	Libre	829	5
1855	De Lucca, Gustavo	Padilla	829	5
1856	Ahumada, Sergio	Zenit	829	5
1857	Castro, Marcos D.	Rioja	829	5
1858	Trillini, Juan	Atlanta	829	5
1859	Carusso, Jésica	Asoc. Jap. Sarmiento	828	5
1860	Ishikawa, Micaela	Asoc. Jap. Sarmiento	828	5
1861	Poncelas, Andrés Pablo	Fenix	828	5
1862	Calvo, Manuel Antón	Fenix	828	5
1863	Milgram, Roni	Macabi	828	5
1864	Cañadas, Mariano	Libre	827	5
1865	Cortez, Claudio	Top Minc	827	5
1866	Rozenblum, Natalia	CTDM Nizetich	827	5
1867	Carpio, Héctor	La Patriada	827	5
1868	Estrada, Marcelo	Instituto Cia. Maria	826	5
1869	Riquelme, Maira	CEDIMA	826	5
1870	Carril, Lisandro	Escuela Cangallo	826	5
1871	Pintos, Leandro	Ferrocarril Oeste	826	5
1872	Grushka, Nicolás	Nichia Gakuin	826	5
1873	Mauas, Matías	Macabi	826	5
1874	Veliz, Juan	Fenix	826	5
1875	Villegas, Pablo	AsociacionYabrudense	826	5
1876	Panela, Franco	Gimnasty	825	5
1877	Lamazon, Matías	Peñarol	825	5
1878	Brezman, Alan	Macabi	825	5
1879	Nieczyporczyk, Ricardo	Cedem nº 2	825	5
1880	Lemos, Jorge	GTM	825	5
1881	Ortiz Montealegre, Miguel	Nichia Gakuin	825	5
1882	Morales Centurion, Ma. Ayelen	River Plate	825	5
1883	Wigodzky, Darío	Circ. La Paternal	824	5
1884	Perez, Matías	Libre	824	5
1885	Chattah, Jose C	Estacion Ping Pong	824	5
1886	Genna, Leonardo	Rioja	823	5
1887	Gonzalez, Matías Ezequiel	Ferrocarril Oeste	823	5
1888	Oliva Mayer, Horacio	CPCN Villa Gesell	823	5
1889	Krynski, Sebastián	Nichia Gakuin	823	5
1890	Fuks, Eduardo	Fulgor Villa Crespo	823	5
1891	Maidana, Maximiliano	Circ. La Paternal	822	5
1892	Tsunoda, Sofía	Gimnasty	822	5
1893	Iguei, Nakagawa Juan	Asoc. Jap. Sarmiento	822	5
1894	Paz Polito, Nicolás	Sociedad Alemana	822	5
1895	Zuccolo, Iván	Lourdes	822	5
1896	Vallejos, Ricardo	Gimnasty	822	5
1897	Ruiz Travi, Joaquin	AsociacionYabrudense	822	5
1898	Dunayevich, Santiago	Fenix	822	5
1899	Gramisci, Federico	Top Minc	821	5
1900	Gomez, Leonardo Gabriel	Adrogue Sith Spin	821	5
1901	Sosa, Rocío	River Plate	821	5
1902	Pinto, Diego	Nichia Gakuin	821	5
1903	Greco, Luis	Fenix	821	5
1904	Gavelan, Juan	CPCN Villa Gesell	821	5
1905	Martinez, Carlos	Def. Santos Lugares	821	5
1906	Hagenbuch, Danilo	Top Minc	821	5
1907	Vaineras, Darío	Libre	820	5
1908	Kalejman, Ignacio	GTM	820	5
1909	Arcidiacono, Carmen	Rioja	819	5
1910	Nuss, Federico	TMR	819	5
1911	Bocuzzi, Esteban	Adrogue Sith Spin	819	5
1912	Maglia, Fernando	HCD	819	5
1913	Iturralde, Esteban	Ingeniero Acosta	819	5
1914	Winnik, Carlos Alberto	Macabi	819	5
1915	Alvarez, José	Peretz	818	5
1916	Vitaliano, Martín	Sociedad Alemana	818	5
1917	Fuentes, Alejandro	Intendente Agüero	818	5
1918	Rodriguez, Matías	Sol Argentino	818	5
1919	Maldonado, Pablo	Peñarol	818	5
1920	Storchi, Gabriel	CAVA	818	5
1921	Donoso, Sebastián	Adrogue Sith Spin	818	5
1922	Bala, Horacio	Oeste TDM	818	5
1923	Alonso, Carlos	Padilla	818	5
1924	Fontana, Mauro Esteban	Libre	818	5
1925	Arnalda, Alejandro	Def. Santos Lugares	817	5
1926	Tripay, Hector	Libre	817	5
1927	Orquin, Gustavo	La Legión TDM	817	5
1928	Battan, Julián	TMR	817	5
1929	Mendeguia, Roberto	Ingeniero Acosta	817	5
1930	Cordova, Héctor	Peñarol	817	5
1931	Tiercin, Pablo	Alvear Club	816	5
1932	Becerra, Ramiro	Ferrocarril Oeste	816	5
1933	Rodriguez, Matías	Peñarol	816	5
1934	Deschutter, Mateo	Escuela Cangallo	816	5
1935	Mendoza, Diego	Cedem nº 2	816	5
1936	Fux, Sebastián	Nichia Gakuin	816	5
1937	Gomez, Fernando	Libre	816	5
1938	Escalante, Eduardo	Club Italiano JCPaz	815	5
1939	Suchecki, Fernando	GTM	815	5
1940	Federico, Miguel	Padilla	815	5
1941	Riella, Julián	Peretz	815	5
1942	Robinsohn, Gustavo	Instituto Cia. Maria	815	5
1943	Perez, Mauro	Libertad	815	5
1944	Asorey, Gonzalo	TMR	814	5
1945	Campos, Mariano	Yupanqui	814	5
1946	Vallejos, Ramiro	Gimnasty	814	5
1947	Roldan, Lucas	TMR	813	5
1948	Inga, Eduardo	Peñarol	813	5
1949	Berta, Ezequiel	TMR	813	5
1950	Weinreich, Rodolfo	Sociedad Alemana	813	5
1951	Diaz, David	Peñarol	813	5
1952	Illobre, Diego	Libre	813	5
1953	Alaluf, Gustavo	Libre	812	5
1954	Magadan, Alberto	TMR	812	5
1955	Chananpa, Carlos	La Legión TDM	812	5
1956	Perez, Gabriel	Tigre TDM	812	5
1957	Robledo, Alberto	Rioja	811	5
1958	Pinciroli, Juan Manuel	Ingeniero Acosta	811	5
1959	Politti, Micael	Yupanqui	811	5
1960	Staffolani, Mariano	TMR	811	5
1961	Buscalia, Jean Lucas	Yupanqui	811	5
1962	Schumich, Sergio	La Legión TDM	811	5
1963	Oliva Beningazza, Bianca M	CPCN Villa Gesell	811	5
1964	Aguilar Solis, Francisco	Nikkei TDM	811	5
1965	Sposato, Valentino	Fenix	811	5
1966	Rubin, Uriel	Libre	810	5
1967	Greitzer, Eduardo	Padilla	810	5
1968	Otero, Jorge	Atlanta	810	5
1969	Sosa, Pedro	La Patriada	810	5
1970	Samczuk, Ciro	Alvear Club	810	5
1971	Rodriguez, Ignacio	UBA Exactas	809	5
1972	Catracchia, Gastón	Rioja	809	5
1973	Paulo, Marcos	TMR	809	5
1974	Siffredi, Ignacio	Lourdes	809	5
1975	Perez, Nazareno Damián	Oeste TDM	809	5
1976	Leiva, Haydee	TMR	809	5
1977	Roig, Sem	Libre	809	5
1978	Gonzalez, Javier	Fenix	809	5
1979	Scarpa, Matías	C.A Dep. Paraguayo	808	5
1980	Busquets, Gabriel	Lourdes	808	5
1981	Erlich, Axel	La Legión TDM	808	5
1982	Caballero, Rodrigo	Libre	807	5
1983	Harima, Marcela	Gimnasty	807	5
1984	Teplitzky, Javier	Libre	806	5
1985	Tapari, Leonel	Rioja	806	5
1986	Valle, Walter	CAVA	806	5
1987	Silveira, Gastón	Libre	806	5
1988	Schjaer Justicia, Cristian	Nichia Gakuin	806	5
1989	Taboada, Alfredo	Fenix	806	5
1990	Levy, Tomás	River Plate	806	5
1991	Gonzalez, Federico	Libre	806	5
1992	Palavecino, Luca	Oeste TDM	806	5
1993	Zain, Ivan	Fulgor Villa Crespo	806	5
1994	Tauro, Fabio	CEDIMA	805	5
1995	Tapari, Nahuel	Peñarol	805	5
1996	Gonzalez, Diego	Escuela Cangallo	805	5
1997	Evers, Ian	Nichia Gakuin	805	5
1998	Ramos, Gustavo	Alvear Club	805	5
1999	Mouriño, Ariel	La Legión TDM	805	5
2000	Lopez, Ariel Orlando	Alvear Club	805	5
2001	Pereira, Martin	Social Club TDM	805	5
2002	Romero, Agustin	Lourdes	805	5
2003	Dimiero, Jorge	San Lorenzo	804	5
2004	Castro, Pablo	Libre	804	5
2005	Braile, Santiago	Ingeniero Acosta	804	5
2006	Eustaquio, Leonel	Tigre TDM	804	5
2007	Alanis, Jonathan	Peretz	804	5
2008	Torres, Sebastian	Fenix	804	5
2009	Weber, Omar	Fenix	804	5
2010	Exposito, Damian A	Club Italiano JCPaz	804	5
2011	Izquierdo, Leandro	Libre	803	5
2012	Vidal, Vicente	Libre	803	5
2013	Parinelli, Jesus	Boca Juniors	803	5
2014	Perez, Jorge Alberto	Lourdes	802	5
2015	Alem, Nicolás	Lourdes	802	5
2016	Vernillo, Sergio	Adrogue Sith Spin	802	5
2017	Dondovich, María	La Legión TDM	802	5
2018	Fernandez, Mack Dennis	Nikkei TDM	802	5
2019	Albarado, Jorge Alberto	CASA de Padua	802	5
2020	Baroffio, Sergio	Peñarol	801	5
2021	Astoreli, Guido	Tigre TDM	801	5
2022	Kanonicz, Facundo	Macabi	801	5
2023	Dim, Brian	Peñarol	801	5
2024	Torres, Benjamín	Libre	801	5
2025	Carnerero, Gustavo Javier	Ferrocarril Oeste	800	5
2026	Guillet, Agustín	Peretz	800	5
2027	Gomez, Luis Fernando	Libre	800	5
2028	Fior, Santiago Danilo	Ferrocarril Oeste	800	5
2029	Pino, Santiago D.	GTM	800	5
2030	Maciel, Ignacio	Oeste TDM	800	5
2031	Segovia, Sergio	Zenit	800	5
2032	Chou, Chung Tai	Zenit	800	5
2033	Ursini, Sergio Norberto	Peretz	800	5
2034	Combessies, Mariano	Libertad	800	5
2035	Romero, Sergio	Intendente Agüero	800	5
2036	Simon, Ernesto	Estacion Ping Pong	800	5
2037	Aprile, Daniel	Club Urquiza	800	5
2038	Estevez, Mateo	Tigre TDM	800	5
2039	Boada, Luis	GTM	800	5
2040	Romeu, Tomas	TMR	800	5
2041	Roquel, Matias E.	Def. Santos Lugares	800	5
2042	Ocampos, Fidel	CEDIMA	799	5
2043	Stivala, Lucas	Ferrocarril Oeste	799	5
2044	Amuy, Diego	Libre	799	5
2045	Lacapra, Rodrigo	Intendente Agüero	799	5
2046	Hao, Hailong	La Legión TDM	799	5
2047	Vazquez, Matías Nicolás	Peñarol	798	5
2048	Urquiza, Gastón	Gral. Sarmiento	798	5
2049	Buscalia, Marcos	Yupanqui	798	5
2050	Kuperman, Axel	Macabi	798	5
2051	Ponce, Simón	Fenix	798	5
2052	Toledo, Javier	Spin TDM	798	5
2053	Pisano, Ariel	Ateneo de Versailles	798	5
2054	Pregliasco, Brian	Ateneo de Versailles	798	5
2055	Casaux, Benjamin	Ferrocarril Oeste	798	5
2056	Cerraburru, Tomás	La Legión TDM	798	5
2057	Makaganow Lopez, Anatoly	Nichia Gakuin	798	5
2058	Tsunoda, Valentina	Gimnasty	797	5
2059	Silombra, Ezequiel	TMR	797	5
2060	Lattanzi, Luis	Instituto Cia. Maria	797	5
2061	Ono, Rumy	Nichia Gakuin	797	5
2062	Thisted, Marcos	La Legión TDM	797	5
2063	Romero, Rogelio	CEDIMA	796	5
2064	Tuma, Roberto	Peñarol	796	5
2065	Lan, Guillermo	Libre	796	5
2066	Heis, Juan	Padilla	796	5
2067	Nuñez, Nazareno	Lourdes	796	5
2068	Barduncier, Guillermo	CEDIMA	796	5
2069	Nuñez Fernandez, Santiago	Tigre TDM	796	5
2070	Wilson, Ignacio	Sol Argentino	795	5
2071	Iriazabal, Cristian	AsociacionYabrudense	795	5
2072	Chade, Octavio	Fenix	795	5
2073	Werthamer, Pablo	Atlanta	795	5
2074	Benitez, Agustín	Zenit	795	5
2075	Herrera, Martín	Peñarol	795	5
2076	Chen, Timothy	Alvear Club	795	5
2077	Aliota, Matías	CEDIMA	795	5
2078	Rossello, Gastón	Ferrocarril Oeste	794	5
2079	Martinez, Ricardo	Libre	794	5
2080	Carrillo, Lucas	Rioja	794	5
2081	Mel, Matías	Padilla	794	5
2082	Levy, Pablo Adrián	Top Minc	794	5
2083	Barduncier, Néstor	CEDIMA	794	5
2084	Mansi, Matías José	Peñarol	793	5
2085	Deraco, Julián	Peñarol	793	5
2086	Zlotogwiazda, Matías	Libre	793	5
2087	Petenatti, Jeremías	Peñarol	793	5
2088	Ramirez, Roberto	Lourdes	792	5
2089	Paletta, Marcelo	Nikkei TDM	792	5
2090	Zabala, Martín	Cedem nº 2	792	5
2091	Orsi, Fabián	Adrogue Sith Spin	792	5
2092	Romero, Damián	TMR	791	5
2093	Guarino, Mariano	Peñarol	791	5
2094	Gomez, Javier Alberto	Social Club TDM	791	5
2095	Completa, Alan	Libre	790	5
2096	Artemisi, Alberto	Instituto Cia. Maria	790	5
2097	Paz, Pablo	Peñarol	790	5
2098	Fronzini, Sergio	Adrogue Sith Spin	790	5
2099	Mauas, Uriel	CTDM Nizetich	790	5
2100	Ferrari, Guido	Club Urquiza	790	5
2101	Diaz, Juan Pablo	TMR	790	5
2102	Butvilofsky, Carlos	Yupanqui	789	5
2103	Bravo Tedesco, Bruno	Libre	789	5
2104	De Lucca, Pablo	Gimnasty	789	5
2105	Hohendahl, Nicolás	Libre	789	5
2106	Zurita, Luciano	Libre	789	5
2107	Gabriel, Max	Peñarol	789	5
2108	Riquelme, Francisca	Libre	789	5
2109	Diaz, Fernando	Top Minc	789	5
2110	Perez, Ian	Peñarol	788	5
2111	Kato, Midori	Nichia Gakuin	788	5
2112	Olmedo, Jésica	Lourdes	788	5
2113	Scrosoppi, Elian	Instituto Cia. Maria	788	5
2114	Cruseño, Osvaldo	TMR	788	5
2115	Espinosa, Leandro Martín	Libre	788	5
2116	Haylan, Gabriel	Zenit	788	5
2117	Losada Bernal, Luis Fernando	River Plate	788	5
2118	Flores, Eduardo	Peñarol	787	5
2119	Rege, Nahuel	Libre	787	5
2120	Traversaro, Marcelo	Peñarol	787	5
2121	Funes, Lucas	Peñarol	787	5
2122	Braunstein, Julieta	Instituto Cia. Maria	787	5
2123	Chavez, Luca	Oeste TDM	786	5
2124	Sabarros, Renzo	Libre	785	5
2125	Aguilera, Nicolás Ezequiel	Peñarol	785	5
2126	Ubeda, Carlos	C.A Dep. Paraguayo	785	5
2127	Letona, Jorge	Def. Santos Lugares	785	5
2128	Malvar, Matías	U.V.V.A.	785	5
2129	Gugliotta, Francisco	Ferrocarril Oeste	785	5
2130	Bologna, Julián	Peretz	785	5
2131	Arzuaga, Leonardo G	CTDM Nizetich	785	5
2132	Lopez, Rodrigo	La Legión TDM	785	5
2133	Valdez, Juan Ignacio	Lourdes	785	5
2134	Gomez, María	Nichia Gakuin	784	5
2135	Garro, Pablo Fernando	Intendente Agüero	784	5
2136	Marroquin, Marcos	Libre	784	5
2137	Campagnolo, Andrés	Intendente Agüero	784	5
2138	Gomez Camacho, Micaela	Padilla	784	5
2139	Gonzalez, Pedro	Libre	784	5
2140	Chakerian, Guido	Libre	784	5
2141	Luski, Ian	Macabi	784	5
2142	Lemir, Franco	River Plate	784	5
2143	Beserman, Pablo	Macabi	783	5
2144	Trombino, Diego	Escuela Cangallo	783	5
2145	Amoretti, Ignacio	Gimnasty	783	5
2146	Mato, Mariano	Club Urquiza	783	5
2147	Gomes, Max	Peñarol	783	5
2148	Hauszpigiel, Ariel	Libre	783	5
2149	Gomez, Maximiliano	Ateneo de Versailles	783	5
2150	Bravo Copacava, Pablo	Libre	783	5
2151	Gonzalez, Misael	Lourdes	782	6
2152	Zanuy, Gabriela	Libre	782	6
2153	Coelli, Agustín	Libre	782	6
2154	Ramirez, Agustín	TMR	782	6
2155	Cararo, Franco	GTM	782	6
2156	Tapia, Jareth	Libre	782	6
2157	Monali, Sofia	Fenix	782	6
2158	Garayoa, Santiago	River Plate	782	6
2159	Murua, Santiago	Nikkei TDM	782	6
2160	Makishi, Marta	CEDIMA	781	6
2161	Salerno, Miguel	TMR	781	6
2162	Zhang, Federico	Libre	781	6
2163	Alzogaray, Cristian	CTDM Nizetich	781	6
2164	Puig, Pedro	Spin TDM	781	6
2165	Garcia, Matías	Sol Argentino	780	6
2166	Ghersi, Agustín	Ateneo de Versailles	780	6
2167	Molina, Lucas E.	Asoc. Jap. Burzaco	780	6
2168	Gil, Pedro	Peñarol	779	6
2169	Perez, Kevin	Intendente Agüero	779	6
2170	Sosa, Gaspar	Libre	779	6
2171	Scarabela, Sol	Saladillo TDM	779	6
2172	Billalba, Sebastián	La Huella	779	6
2173	Defferrari, Humberto	CEDIMA	779	6
2174	Convertini, Juliana	Top Minc	779	6
2175	Cataldo, Nicolás	Intendente Agüero	778	6
2176	German, Mariano	Macabi	778	6
2177	Sarquis, Elias	Fulgor Villa Crespo	778	6
2178	Martinez, Ezequiel	Peñarol	778	6
2179	Vernillo, Dante	Adrogue Sith Spin	778	6
2180	Fiorda, Jonathan	La Legión TDM	778	6
2181	Ramos, Ivana	Yupanqui	777	6
2182	Lizalde, Facundo	Ingeniero Acosta	777	6
2183	Lugones, Maximiliano	Yupanqui	777	6
2184	Enriquez, Ariel	Libre	777	6
2185	Reda, Sergio	CTDM Nizetich	777	6
2186	Nuñez, Matías	Escuela Cangallo	777	6
2187	Gonzalez, Ariel	C.N. Bouchardo	776	6
2188	Lucchesi, Iván	Ingeniero Acosta	776	6
2189	Garcete, Roberto	Cedem nº 2	776	6
2190	Ranno Farias, Alex C.	Circulo Campano	776	6
2191	Waserman, Sergio	Ateneo de Versailles	775	6
